GP,PPG,FGM,FGA,FG%,3PM,3P%,ORB,DRB,APG,SPG,TOV,is_Champion,league_num
32,86.4,30.0,61.7,0.487,8.6,0.387,8.6,23.0,18.7,7.2,14.1,0.0,1
32,84.0,30.0,61.1,0.49,8.8,0.371,6.8,24.6,21.2,9.3,11.8,1.0,1
26,82.2,28.5,66.6,0.429,9.3,0.326,11.1,22.2,17.9,8.2,14.8,0.0,1
26,80.8,28.8,60.4,0.477,7.1,0.346,8.6,22.3,20.0,7.4,14.7,0.0,1
29,80.2,27.3,58.2,0.47,8.5,0.354,8.1,23.2,17.2,6.9,14.4,0.0,1
29,79.6,28.0,61.8,0.453,8.8,0.341,9.7,22.6,16.3,5.3,13.3,0.0,1
26,79.5,27.5,60.3,0.456,8.7,0.337,9.0,22.6,16.4,7.9,15.3,0.0,1
26,78.7,27.6,63.0,0.439,7.3,0.311,10.0,22.6,18.3,7.3,15.7,0.0,1
26,78.6,29.0,62.6,0.464,6.0,0.316,8.8,21.5,18.5,7.7,15.4,0.0,1
26,77.0,28.3,62.5,0.453,7.8,0.359,7.7,21.0,15.0,8.9,13.9,0.0,1
26,76.7,27.0,58.8,0.458,7.4,0.342,8.2,23.4,15.4,5.0,15.7,0.0,1
25,75.2,25.8,59.4,0.435,8.9,0.348,6.2,21.6,15.8,7.1,12.6,0.0,1
25,74.8,27.4,61.0,0.449,6.4,0.305,7.0,24.0,15.7,5.0,11.9,0.0,1
26,72.7,26.0,61.6,0.422,7.8,0.314,8.8,22.0,16.6,6.4,13.5,0.0,1
22,88.0,31.7,64.5,0.492,8.0,0.362,8.2,22.4,19.4,6.8,10.7,0.0,1
29,86.7,30.1,61.9,0.486,9.8,0.395,9.2,22.8,19.0,7.2,10.8,0.0,1
22,84.0,30.1,68.4,0.441,7.8,0.317,11.6,24.7,17.6,7.1,13.6,0.0,1
22,83.9,29.5,66.0,0.447,8.3,0.333,9.6,23.4,16.6,6.9,11.1,0.0,1
29,82.3,27.6,58.7,0.47,8.9,0.371,7.6,22.9,14.7,6.6,10.2,1.0,1
25,81.8,28.4,60.7,0.469,8.8,0.355,9.5,21.5,15.1,5.0,11.8,0.0,1
22,81.0,28.5,62.5,0.456,6.5,0.29,7.9,22.1,16.9,7.3,11.8,0.0,1
25,80.8,28.6,61.0,0.47,9.4,0.365,7.5,21.4,16.3,7.6,11.2,0.0,1
22,79.8,27.1,59.9,0.452,7.6,0.328,9.2,24.2,17.3,6.1,14.2,0.0,1
22,79.7,28.0,61.9,0.453,8.1,0.341,8.3,20.3,17.5,5.8,12.3,0.0,1
22,79.0,28.3,62.3,0.454,8.2,0.358,8.4,21.5,18.0,8.3,13.0,0.0,1
22,75.4,26.5,59.0,0.449,7.4,0.321,7.1,22.1,16.0,4.8,14.4,0.0,1
25,86.4,29.7,62.0,0.479,9.4,0.408,9.4,22.2,17.2,7.6,12.6,0.0,1
30,86.0,30.0,59.9,0.501,9.7,0.38,9.2,25.1,19.0,7.1,13.2,1.0,1
22,82.0,29.0,63.3,0.457,7.9,0.34,8.7,22.5,17.1,6.9,13.6,0.0,1
22,81.9,27.8,66.8,0.417,8.0,0.312,12.5,24.0,19.2,7.6,14.6,0.0,1
22,81.7,27.7,64.8,0.428,8.7,0.326,10.6,20.5,17.9,7.4,12.2,0.0,1
22,80.9,27.9,64.9,0.43,8.9,0.322,10.7,20.8,15.0,6.5,11.7,0.0,1
25,80.5,27.5,61.5,0.448,8.6,0.333,9.3,22.3,18.8,7.8,13.6,0.0,1
30,79.7,27.1,58.8,0.461,7.9,0.341,8.2,22.7,16.5,6.5,11.8,0.0,1
22,79.3,26.8,61.9,0.434,9.2,0.337,8.9,21.3,16.9,7.2,11.6,0.0,1
22,78.9,27.2,62.1,0.437,8.1,0.305,9.8,22.0,17.7,6.9,14.2,0.0,1
22,76.6,26.0,58.9,0.441,7.9,0.341,8.7,23.2,15.7,5.5,14.7,0.0,1
22,72.1,25.1,60.1,0.417,8.1,0.312,8.7,21.7,16.6,6.3,14.3,0.0,1
20,87.9,31.3,62.4,0.502,9.1,0.394,9.0,22.0,19.8,8.3,12.8,0.0,1
20,84.7,29.6,59.9,0.493,8.2,0.381,6.7,24.2,16.7,7.6,11.7,0.0,1
21,84.5,28.3,62.5,0.453,10.1,0.354,9.2,22.2,16.4,7.0,12.4,0.0,1
21,84.1,30.9,63.4,0.488,9.0,0.37,10.5,22.4,19.6,5.8,14.0,0.0,1
21,84.1,29.1,62.8,0.464,8.9,0.362,8.9,25.2,15.8,6.1,13.6,0.0,1
21,83.5,28.3,61.5,0.461,9.6,0.352,9.2,23.0,18.7,7.0,11.6,0.0,1
21,80.6,27.4,65.3,0.419,9.5,0.347,11.0,23.7,17.7,6.3,15.3,0.0,1
21,79.5,26.6,62.0,0.429,7.7,0.343,9.5,20.4,16.9,7.2,12.6,0.0,1
21,78.8,28.9,66.0,0.437,8.1,0.313,11.5,23.7,15.9,6.2,14.0,0.0,1
21,78.1,27.6,60.1,0.46,8.6,0.356,10.0,22.6,17.3,6.2,15.1,0.0,1
21,76.5,27.6,60.7,0.455,8.6,0.339,7.8,20.4,17.5,7.0,12.0,1.0,1
21,71.2,24.8,58.6,0.423,9.5,0.335,8.9,19.5,16.3,6.5,13.6,0.0,1
24,86.5,28.8,60.3,0.478,12.0,0.401,7.7,22.9,17.3,6.5,12.4,0.0,1
26,84.4,29.3,60.8,0.482,9.8,0.372,6.9,23.4,17.3,5.7,11.3,0.0,1
24,83.7,29.7,64.8,0.458,8.8,0.336,10.3,22.9,17.2,6.6,12.6,0.0,1
31,83.2,28.3,59.4,0.476,8.2,0.364,8.4,23.2,14.7,6.6,11.9,0.0,1
32,82.2,28.3,60.9,0.465,10.5,0.396,9.5,22.4,17.7,7.1,11.6,1.0,1
24,81.8,29.0,64.6,0.45,9.0,0.342,11.0,21.3,16.2,7.4,12.0,0.0,1
24,81.5,28.9,61.3,0.471,8.3,0.347,8.4,25.5,20.1,4.8,14.3,0.0,1
27,78.8,27.8,59.9,0.465,8.2,0.368,8.4,22.0,18.2,6.7,12.1,0.0,1
24,78.3,26.0,60.5,0.429,9.3,0.319,8.4,20.1,15.4,7.7,12.1,0.0,1
24,77.4,27.3,59.3,0.46,8.6,0.366,8.4,20.1,17.5,5.8,13.9,0.0,1
24,74.0,25.4,59.1,0.429,8.6,0.342,7.7,22.0,16.6,5.1,13.9,0.0,1
24,73.5,25.5,55.3,0.461,6.5,0.341,7.5,21.9,14.4,5.9,15.4,0.0,1
24,71.2,24.9,57.7,0.432,10.4,0.362,7.0,18.6,13.1,6.2,12.5,0.0,1
9,63.3,22.9,55.3,0.414,5.3,0.27,6.4,22.0,12.7,5.9,18.3,0.0,1
31,84.5,29.5,64.3,0.458,9.7,0.331,10.4,25.3,17.9,6.7,12.3,0.0,1
34,83.8,30.1,60.1,0.5,8.8,0.368,9.4,22.4,17.7,7.2,13.1,0.0,1
34,82.6,29.1,62.4,0.466,9.7,0.356,10.1,21.5,19.6,8.6,12.2,1.0,1
26,81.0,29.3,62.8,0.466,8.7,0.357,8.8,22.1,17.7,7.3,14.2,0.0,1
28,80.9,28.6,63.6,0.451,6.8,0.318,10.4,22.0,16.6,8.3,14.5,0.0,1
31,79.7,27.4,59.3,0.462,7.7,0.351,8.5,22.6,16.3,7.5,11.5,0.0,1
28,78.6,29.1,61.4,0.474,8.1,0.37,10.6,22.5,20.3,7.1,12.3,0.0,1
26,78.6,28.8,63.8,0.451,8.0,0.357,9.6,24.2,19.2,6.5,14.3,0.0,1
26,77.5,28.6,61.7,0.464,8.5,0.34,9.8,21.2,18.2,6.1,14.3,0.0,1
26,76.4,27.0,61.4,0.44,9.2,0.34,7.9,21.0,16.1,6.5,11.8,0.0,1
26,75.5,26.0,63.1,0.413,10.0,0.336,9.4,23.3,16.3,7.0,13.3,0.0,1
26,73.0,25.6,59.3,0.431,8.0,0.334,9.0,21.8,16.2,6.7,13.0,0.0,1
26,71.1,25.1,61.2,0.41,8.0,0.304,8.3,20.6,16.5,6.0,11.6,0.0,1
26,69.7,24.7,60.0,0.412,9.4,0.359,8.6,21.2,13.8,5.5,14.1,0.0,1
10,95.5,34.5,68.0,0.507,10.5,0.382,9.0,24.8,21.3,7.4,12.4,0.0,2
6,90.8,33.5,63.5,0.528,9.5,0.452,9.8,21.0,20.3,5.8,12.5,0.0,2
12,89.0,32.4,64.2,0.505,8.8,0.383,7.6,24.6,18.2,8.7,12.8,1.0,2
8,88.5,33.1,65.4,0.507,8.4,0.37,7.6,23.6,16.9,7.3,11.9,0.0,2
8,86.5,32.1,65.4,0.491,9.8,0.366,9.3,26.6,21.9,6.3,13.8,0.0,2
10,85.5,32.6,62.6,0.521,8.8,0.386,7.1,26.0,20.4,8.0,13.6,0.0,2
6,82.5,30.2,65.2,0.463,7.8,0.326,8.8,25.7,21.8,8.3,12.7,0.0,2
6,81.0,28.7,60.3,0.475,10.0,0.37,8.0,25.8,16.7,6.3,16.7,0.0,2
12,79.8,28.2,64.1,0.44,8.5,0.318,11.0,20.7,15.4,7.3,13.1,0.0,2
8,79.8,29.4,64.3,0.457,8.4,0.345,10.6,25.3,18.4,6.4,13.8,0.0,2
6,78.8,27.5,63.5,0.433,7.7,0.326,8.8,22.3,15.2,4.5,12.8,0.0,2
8,78.3,29.0,62.8,0.462,10.3,0.36,7.5,23.0,16.6,8.9,12.6,0.0,2
6,77.0,27.5,59.5,0.462,7.0,0.304,7.2,23.3,17.7,8.7,17.0,0.0,2
6,74.2,28.2,62.7,0.449,8.2,0.31,6.5,21.5,16.3,6.2,14.0,0.0,2
6,72.8,24.3,59.3,0.41,8.7,0.333,7.3,22.5,15.7,6.5,11.8,0.0,2
6,55.3,20.7,52.5,0.394,6.7,0.315,5.7,21.2,12.3,5.0,18.0,0.0,2
8,94.5,34.0,74.9,0.454,13.0,0.364,11.6,22.0,22.6,13.8,10.6,0.0,2
9,91.7,32.1,62.6,0.513,11.4,0.442,6.2,24.4,22.3,5.8,12.1,0.0,2
7,87.4,32.0,70.0,0.457,8.1,0.324,12.7,28.3,19.6,6.1,13.3,0.0,2
11,87.3,31.3,67.2,0.465,9.5,0.355,11.0,24.5,20.3,6.7,13.6,0.0,2
10,87.0,30.6,60.8,0.503,8.9,0.371,7.2,22.2,18.7,7.4,13.6,0.0,2
4,84.0,32.0,65.8,0.487,8.0,0.333,10.5,22.0,18.5,6.5,19.3,0.0,2
10,84.0,30.8,67.7,0.455,9.7,0.35,10.6,25.7,18.9,7.2,13.7,1.0,2
3,83.0,29.0,64.3,0.451,8.0,0.324,9.3,22.3,19.3,13.0,16.0,0.0,2
4,82.5,30.8,64.5,0.477,10.3,0.38,9.8,23.3,21.5,5.0,16.5,0.0,2
5,82.0,31.4,65.8,0.477,9.8,0.358,9.0,21.0,20.8,9.0,15.6,0.0,2
8,81.1,28.4,64.8,0.438,7.9,0.344,8.5,24.5,18.3,8.3,12.9,0.0,2
7,77.6,28.9,61.7,0.468,8.1,0.38,9.6,21.9,17.3,8.7,20.4,0.0,2
4,75.3,25.3,64.8,0.39,6.3,0.269,10.8,18.5,11.8,10.5,13.8,0.0,2
4,74.8,26.5,63.8,0.416,7.3,0.296,11.8,25.5,18.0,6.5,16.3,0.0,2
5,74.0,27.4,62.6,0.438,8.8,0.303,10.2,18.4,15.4,8.0,17.4,0.0,2
5,70.0,24.8,62.4,0.397,8.4,0.318,7.8,23.0,17.8,8.0,17.4,0.0,2
9,90.1,33.4,65.2,0.513,10.2,0.413,9.4,22.6,20.9,7.4,12.0,0.0,2
5,89.2,29.8,59.8,0.498,13.4,0.411,6.4,21.8,22.8,7.6,14.4,0.0,2
6,87.2,31.0,64.2,0.483,10.5,0.387,7.3,21.0,20.8,6.7,11.2,0.0,2
8,85.6,29.3,62.9,0.465,9.9,0.345,8.4,21.5,17.9,8.9,12.3,0.0,2
8,85.4,31.5,64.4,0.489,7.8,0.346,8.5,23.8,17.8,5.6,15.3,0.0,2
10,85.0,30.7,64.7,0.474,11.4,0.4,8.4,26.4,19.3,8.8,13.8,1.0,2
8,82.1,31.3,64.1,0.487,5.9,0.273,8.5,23.6,19.8,6.6,11.9,0.0,2
8,82.0,29.0,67.5,0.43,8.1,0.271,10.3,24.0,20.0,11.3,12.9,0.0,2
9,79.4,29.8,65.8,0.453,9.6,0.344,10.0,25.3,18.9,7.9,15.1,0.0,2
5,79.0,28.6,57.6,0.497,6.6,0.327,9.2,24.8,18.4,7.0,19.0,0.0,2
6,78.8,29.2,65.5,0.445,7.2,0.303,9.3,22.2,18.0,6.3,14.5,0.0,2
7,77.4,27.7,60.4,0.459,10.0,0.419,7.4,27.3,18.4,6.0,17.7,0.0,2
5,75.4,26.6,60.0,0.443,10.4,0.335,8.4,22.0,13.2,7.4,16.8,0.0,2
6,74.3,27.5,62.8,0.438,6.7,0.267,10.2,20.7,12.8,10.0,15.3,0.0,2
6,67.8,23.0,56.7,0.406,8.3,0.318,8.2,24.8,14.5,5.7,20.2,0.0,2
6,67.7,25.8,65.0,0.397,6.5,0.275,10.0,17.2,17.3,10.5,15.8,0.0,2
58,84.6,29.4,63.0,0.467,11.5,0.387,7.7,24.5,14.5,7.0,12.0,1.0,3
57,84.5,29.6,60.4,0.491,6.8,0.364,6.9,26.1,13.4,6.5,12.5,0.0,3
49,80.1,28.4,59.0,0.482,7.1,0.354,7.0,22.9,10.9,6.9,12.9,0.0,3
52,79.3,27.5,60.7,0.453,7.5,0.339,7.9,26.0,13.4,6.4,12.7,0.0,3
55,79.3,27.7,58.3,0.475,7.5,0.354,7.9,23.5,13.4,6.2,13.5,0.0,3
47,79.2,28.3,61.7,0.458,6.8,0.325,10.1,23.4,12.2,6.1,13.1,0.0,3
53,79.0,28.0,62.3,0.45,6.9,0.334,9.0,25.2,9.1,6.1,13.9,0.0,3
47,77.9,28.7,62.5,0.459,7.6,0.347,8.7,22.4,12.4,7.4,11.3,0.0,3
51,77.9,28.3,58.2,0.487,7.2,0.36,7.1,24.1,11.6,6.9,12.4,0.0,3
47,77.0,26.6,57.7,0.462,6.7,0.356,8.2,25.7,11.1,6.3,13.2,0.0,3
48,76.3,26.7,62.4,0.429,8.4,0.345,9.1,23.2,10.6,6.7,12.2,0.0,3
49,76.2,27.8,60.7,0.458,5.9,0.319,8.6,22.3,11.3,6.6,10.7,0.0,3
48,75.8,27.5,60.7,0.453,6.0,0.316,8.9,22.7,11.2,6.2,13.8,0.0,3
51,74.6,26.3,60.5,0.435,5.7,0.295,8.0,23.3,11.8,5.4,11.2,0.0,3
47,74.3,27.6,62.4,0.443,5.1,0.285,9.6,23.2,10.2,6.4,13.6,0.0,3
47,72.1,26.5,61.9,0.428,5.5,0.296,9.5,21.6,7.3,7.1,11.9,0.0,3
49,81.1,29.7,63.0,0.471,6.8,0.362,9.5,22.7,10.9,7.3,12.6,0.0,3
51,81.0,29.3,60.0,0.489,8.4,0.42,7.7,21.4,10.9,6.4,11.7,0.0,3
53,80.3,27.8,61.5,0.452,9.4,0.35,7.3,24.8,13.2,7.0,12.1,0.0,3
52,80.2,28.7,58.9,0.486,8.9,0.383,8.2,23.0,12.8,7.1,13.9,0.0,3
44,79.9,28.1,59.8,0.47,6.4,0.352,7.3,26.7,11.9,5.0,12.3,0.0,3
44,79.5,27.7,61.2,0.453,6.9,0.345,6.9,22.5,9.8,5.9,11.4,0.0,3
52,78.7,28.3,60.4,0.468,7.0,0.357,8.5,25.6,11.7,5.6,14.3,0.0,3
58,78.5,28.4,58.9,0.482,7.8,0.376,8.9,23.6,13.9,7.9,13.8,1.0,3
53,78.4,27.5,61.1,0.45,8.2,0.364,9.1,25.2,12.0,6.3,12.4,0.0,3
49,77.9,28.8,60.1,0.48,6.5,0.363,7.8,23.5,10.8,6.4,12.8,0.0,3
49,77.7,27.9,61.6,0.453,8.4,0.373,7.9,24.4,12.2,4.6,10.5,0.0,3
52,75.7,26.0,61.2,0.425,8.4,0.352,8.6,21.6,11.3,7.9,11.9,0.0,3
46,75.2,26.7,60.6,0.441,8.1,0.33,8.7,24.0,11.3,7.6,12.4,0.0,3
56,74.9,27.0,58.0,0.466,7.1,0.354,7.3,24.2,10.8,6.5,13.1,0.0,3
44,74.0,25.8,60.8,0.424,7.3,0.336,8.6,22.3,10.8,6.3,12.1,0.0,3
44,72.7,26.9,58.1,0.462,5.5,0.314,7.0,22.2,7.9,7.0,12.3,0.0,3
57,85.1,30.1,63.4,0.475,9.9,0.379,8.4,26.0,13.6,7.1,12.5,1.0,3
57,84.4,30.8,62.3,0.494,8.5,0.353,7.8,25.2,16.4,7.4,12.2,0.0,3
48,80.4,28.4,63.9,0.444,6.6,0.311,9.4,21.8,12.2,7.5,11.5,0.0,3
47,79.6,28.2,63.1,0.447,7.6,0.33,9.2,24.6,11.3,7.3,13.2,0.0,3
52,79.1,27.7,61.7,0.45,5.9,0.326,9.0,24.9,11.5,7.2,13.8,0.0,3
51,78.4,26.5,58.7,0.452,6.5,0.334,6.4,24.6,11.3,7.1,14.9,0.0,3
53,77.9,28.2,61.2,0.461,7.5,0.369,8.6,25.6,11.6,6.2,13.4,0.0,3
44,77.7,27.7,61.1,0.453,6.7,0.349,6.9,23.1,9.8,5.9,11.8,0.0,3
48,77.6,27.6,62.7,0.44,8.8,0.338,7.8,24.8,13.5,6.4,11.2,0.0,3
52,76.5,27.6,59.8,0.462,7.8,0.362,8.1,25.4,12.4,6.4,13.3,0.0,3
54,76.5,27.6,61.5,0.449,7.5,0.355,7.9,24.8,10.7,5.4,10.5,0.0,3
44,76.1,26.7,63.0,0.423,9.2,0.331,8.9,23.8,11.7,7.0,12.5,0.0,3
47,75.9,26.6,57.9,0.459,7.0,0.334,6.6,23.2,13.3,7.2,12.3,0.0,3
44,74.4,27.7,59.8,0.463,5.2,0.33,7.0,23.6,10.5,5.0,12.2,0.0,3
48,73.8,26.2,61.1,0.429,6.1,0.314,7.3,23.8,11.1,7.5,12.3,0.0,3
44,73.8,27.4,60.4,0.454,6.2,0.343,8.4,25.3,9.9,5.6,13.0,0.0,3
69,82.9,29.7,65.6,0.453,9.8,0.356,8.4,27.1,14.7,7.5,11.6,1.0,3
61,82.1,29.4,63.0,0.466,8.8,0.349,6.6,25.3,12.8,6.7,13.4,0.0,3
55,81.3,29.1,59.7,0.488,9.1,0.376,7.2,25.1,15.6,6.7,13.9,0.0,3
59,81.1,29.3,63.4,0.462,8.3,0.366,8.2,27.2,13.0,5.8,12.7,0.0,3
54,80.8,29.2,63.7,0.458,6.3,0.329,8.3,24.8,11.1,6.2,13.1,0.0,3
55,80.5,28.4,63.5,0.448,6.9,0.34,7.6,23.3,9.2,6.5,11.8,0.0,3
56,80.4,28.5,64.6,0.441,7.8,0.316,8.8,25.8,12.6,7.8,12.7,0.0,3
57,80.2,29.1,63.6,0.457,6.7,0.328,7.9,24.1,12.7,7.3,12.5,0.0,3
62,80.2,28.9,63.6,0.454,8.7,0.341,7.3,27.9,12.2,6.3,12.6,0.0,3
65,80.1,29.1,63.6,0.457,7.2,0.327,8.5,24.4,12.2,9.1,14.6,0.0,3
59,79.5,28.1,62.0,0.452,7.3,0.331,8.2,25.6,12.8,7.1,13.2,0.0,3
65,78.8,28.1,62.2,0.451,7.3,0.33,6.6,25.2,11.3,6.6,12.9,0.0,3
69,78.2,27.8,61.5,0.452,8.9,0.381,7.4,27.8,12.4,5.7,13.1,0.0,3
57,77.4,28.1,66.3,0.423,7.8,0.31,9.3,25.5,12.7,7.3,12.9,0.0,3
57,76.8,27.7,61.6,0.449,9.6,0.373,7.7,24.1,11.9,6.2,12.5,0.0,3
56,75.6,26.6,64.0,0.416,8.3,0.351,7.2,23.5,13.0,7.0,12.1,0.0,3
56,75.2,27.8,60.9,0.456,5.5,0.321,8.8,25.2,9.8,5.6,12.6,0.0,3
58,74.1,26.1,61.1,0.427,5.1,0.291,8.7,23.8,9.8,7.4,12.6,0.0,3
61,85.5,32.1,65.6,0.49,7.6,0.363,9.2,23.3,15.9,8.6,12.7,0.0,3
59,83.1,29.3,63.3,0.463,7.1,0.336,7.8,24.1,13.2,7.4,12.1,0.0,3
60,83.1,28.7,64.8,0.444,9.8,0.355,7.3,25.5,15.8,8.2,12.1,0.0,3
71,82.7,30.0,65.1,0.46,8.3,0.362,8.9,26.7,12.6,7.0,11.3,1.0,3
60,82.7,29.9,61.8,0.483,9.6,0.388,7.5,27.0,14.3,5.5,12.2,0.0,3
65,81.7,28.6,64.6,0.443,9.9,0.353,9.4,26.4,14.7,6.4,11.4,0.0,3
65,81.6,28.8,62.8,0.459,8.4,0.343,7.9,25.1,12.4,6.7,11.7,0.0,3
56,81.4,27.1,60.8,0.445,7.7,0.328,7.0,24.8,11.7,6.6,12.0,0.0,3
58,80.6,28.2,61.1,0.462,9.0,0.366,7.7,25.7,12.2,5.4,10.9,0.0,3
56,80.0,28.4,60.3,0.471,7.6,0.349,6.3,24.7,11.2,6.7,12.1,0.0,3
63,80.0,28.6,61.5,0.464,9.4,0.349,7.8,24.9,15.2,6.6,12.6,0.0,3
69,79.2,29.3,63.1,0.464,8.4,0.357,7.0,24.4,14.2,7.7,12.3,0.0,3
56,78.8,28.8,61.5,0.469,7.4,0.361,7.7,25.4,12.4,6.0,11.6,0.0,3
62,77.3,27.7,62.6,0.443,7.2,0.326,7.4,24.7,14.1,7.0,11.8,0.0,3
55,77.1,26.4,58.8,0.448,7.0,0.326,8.3,23.3,12.7,5.9,11.7,0.0,3
56,77.1,28.2,62.9,0.449,6.4,0.321,9.1,25.1,10.8,6.3,11.4,0.0,3
55,76.1,27.3,62.6,0.436,7.5,0.324,9.9,23.8,11.0,7.5,12.2,0.0,3
56,76.1,27.6,59.8,0.462,6.6,0.329,7.5,24.1,12.3,7.1,13.1,0.0,3
69,76.0,27.4,63.8,0.43,6.9,0.306,8.9,25.1,12.7,8.2,12.4,0.0,3
56,75.0,27.5,64.6,0.426,6.3,0.295,9.0,27.6,10.9,5.8,12.2,0.0,3
73,84.1,30.6,62.6,0.488,10.0,0.37,7.3,24.4,18.2,6.8,12.3,0.0,3
67,84.0,30.7,62.9,0.488,9.7,0.359,7.2,27.5,17.6,6.6,13.2,1.0,3
56,82.5,28.8,62.2,0.464,7.6,0.353,7.4,26.3,16.2,5.9,13.2,0.0,3
56,82.4,28.6,64.3,0.444,8.0,0.345,9.6,25.1,15.8,6.0,12.9,0.0,3
60,82.2,30.8,65.3,0.471,8.0,0.35,7.9,24.4,16.4,7.8,12.8,0.0,3
56,82.1,30.1,64.9,0.464,8.3,0.351,8.5,24.5,16.6,7.3,12.3,0.0,3
64,81.2,29.9,62.7,0.477,7.8,0.352,7.4,25.2,17.4,8.3,12.2,0.0,3
63,80.9,28.9,61.6,0.469,9.2,0.38,7.0,24.5,14.6,6.5,12.7,0.0,3
60,80.8,29.5,64.8,0.456,8.0,0.317,8.7,27.8,15.7,6.4,12.3,0.0,3
64,80.4,29.7,64.7,0.459,8.5,0.342,8.6,26.1,17.9,6.3,12.8,0.0,3
60,80.2,28.9,66.1,0.437,8.9,0.322,8.7,25.1,13.5,7.3,10.5,0.0,3
69,79.8,27.9,63.9,0.436,9.7,0.354,6.6,23.5,13.6,7.8,12.8,0.0,3
56,79.3,29.0,65.2,0.444,7.4,0.343,9.2,23.5,15.8,6.9,11.7,0.0,3
61,79.3,29.5,62.5,0.473,6.7,0.343,7.1,25.1,17.4,7.2,13.8,0.0,3
61,78.9,29.3,67.2,0.436,6.6,0.306,9.1,26.1,15.9,9.4,13.4,0.0,3
56,77.8,28.7,63.9,0.449,7.0,0.34,8.5,25.3,16.3,5.9,13.4,0.0,3
56,76.6,27.3,62.4,0.437,8.5,0.333,7.1,22.9,12.5,6.4,14.1,0.0,3
56,76.3,28.8,61.8,0.465,8.1,0.353,6.3,24.8,17.1,5.7,13.6,0.0,3
56,74.6,27.0,64.3,0.42,8.1,0.322,8.0,25.5,14.3,7.3,13.2,0.0,3
60,74.6,27.2,63.6,0.428,7.3,0.314,9.5,24.6,13.8,6.8,12.0,0.0,3
38,87.0,31.3,67.7,0.462,10.9,0.382,7.5,23.3,18.2,7.7,11.6,0.0,3
51,85.6,29.1,62.4,0.466,10.1,0.368,7.4,25.3,16.4,5.5,12.4,0.0,3
57,85.6,30.8,65.4,0.471,8.4,0.333,9.3,28.4,17.5,6.5,12.6,1.0,3
50,85.2,29.8,63.5,0.469,9.9,0.386,8.5,24.7,16.7,6.5,12.1,0.0,3
45,84.4,30.0,65.5,0.457,6.1,0.332,9.7,24.1,15.3,7.6,12.9,0.0,3
42,83.6,28.6,64.4,0.445,8.5,0.339,8.5,22.6,16.6,7.0,11.7,0.0,3
42,82.2,29.3,64.3,0.456,8.3,0.339,7.8,24.4,15.7,5.1,11.2,0.0,3
57,81.9,29.9,64.1,0.467,7.4,0.344,7.2,26.5,17.1,7.6,11.7,0.0,3
43,81.5,29.6,64.3,0.46,7.5,0.351,9.0,27.0,18.6,5.8,13.8,0.0,3
38,81.1,29.8,65.0,0.458,6.9,0.323,7.4,25.3,18.8,6.8,13.6,0.0,3
38,80.9,30.1,63.3,0.475,7.1,0.335,7.0,24.0,15.4,7.2,13.3,0.0,3
46,80.8,29.3,62.3,0.471,8.6,0.344,6.7,25.4,17.5,6.6,12.3,0.0,3
47,80.4,28.7,62.3,0.461,8.7,0.358,6.3,26.4,14.6,6.4,12.6,0.0,3
42,79.8,28.4,61.1,0.464,8.1,0.339,7.5,24.4,16.7,7.1,12.9,0.0,3
41,79.4,28.7,61.2,0.469,8.5,0.354,8.0,23.3,16.6,6.4,12.6,0.0,3
47,79.0,27.8,61.7,0.45,7.5,0.339,7.5,26.6,14.1,6.8,12.4,0.0,3
43,77.7,28.1,63.6,0.442,7.0,0.34,8.4,26.2,18.5,5.7,12.9,0.0,3
42,77.6,28.5,63.5,0.449,6.6,0.338,7.8,24.1,14.0,7.1,11.7,0.0,3
41,77.5,28.7,63.4,0.453,7.3,0.311,6.8,24.7,17.1,6.3,13.1,0.0,3
38,75.9,26.7,60.7,0.44,8.2,0.319,6.9,23.9,15.0,6.6,11.9,0.0,3
57,86.2,30.6,66.4,0.461,10.2,0.366,8.5,28.4,16.6,6.3,11.1,1.0,3
47,85.2,31.1,64.3,0.484,8.3,0.331,8.1,25.9,16.7,7.2,13.0,0.0,3
56,84.0,30.3,62.9,0.482,10.2,0.403,7.6,26.4,16.3,6.1,12.5,0.0,3
42,82.3,30.6,64.9,0.472,8.1,0.362,8.0,26.8,16.3,6.5,12.6,0.0,3
46,81.9,29.2,62.6,0.467,8.3,0.351,6.4,26.2,13.9,6.0,11.4,0.0,3
51,81.9,30.1,64.9,0.464,7.9,0.338,9.0,26.9,16.5,5.9,11.3,0.0,3
42,81.9,30.1,63.7,0.473,9.0,0.361,6.3,26.3,17.9,6.0,12.0,0.0,3
48,81.5,30.7,64.0,0.48,7.2,0.311,8.0,26.5,18.6,8.2,13.6,0.0,3
38,81.1,28.5,62.8,0.454,8.2,0.341,7.0,24.0,15.5,6.6,12.3,0.0,3
42,81.0,28.8,64.0,0.449,7.4,0.328,10.0,25.6,14.8,7.1,13.4,0.0,3
41,80.2,28.3,62.5,0.453,8.9,0.356,7.0,25.4,17.4,5.8,12.4,0.0,3
43,80.0,29.9,64.8,0.461,6.6,0.331,8.2,24.0,16.0,5.6,11.2,0.0,3
43,79.7,28.7,65.6,0.437,6.5,0.298,10.5,27.0,14.8,6.2,12.0,0.0,3
38,79.1,27.5,64.5,0.426,7.3,0.31,8.3,24.5,11.3,6.7,11.8,0.0,3
43,78.9,28.8,66.1,0.436,8.3,0.334,8.2,25.6,15.7,8.0,12.3,0.0,3
38,78.7,27.1,64.8,0.419,7.7,0.31,8.4,27.0,13.7,5.6,12.2,0.0,3
