GP,PPG,FGM,FGA,FG%,3PM,3P%,ORB,DRB,APG,SPG,TOV,is_Champion,league_num
82,106.0,38.1,82.7,0.461,10.6,0.366,11.1,32.3,23.2,8.3,16.4,0.0,56
82,105.7,38.1,79.3,0.481,7.3,0.377,10.4,33.2,21.4,8.3,15.3,0.0,56
82,103.0,39.1,81.4,0.481,8.1,0.376,8.1,33.2,25.1,8.5,14.7,0.0,56
82,102.9,38.4,77.4,0.496,8.7,0.396,8.2,30.4,23.0,8.7,13.9,1.0,56
82,102.2,37.1,81.0,0.458,8.7,0.355,11.5,33.3,22.2,7.0,15.0,0.0,56
82,101.2,38.2,83.4,0.458,8.0,0.403,10.8,34.2,22.5,6.9,15.1,0.0,56
82,101.1,38.8,84.0,0.462,7.4,0.372,9.4,32.6,23.2,7.9,14.0,0.0,56
82,101.1,38.5,80.6,0.478,7.6,0.358,11.4,30.2,23.9,9.6,14.6,0.0,56
82,100.2,37.6,84.2,0.447,7.4,0.363,11.5,29.1,20.8,8.2,14.6,0.0,56
82,100.0,36.5,81.6,0.448,10.9,0.376,10.9,29.7,19.3,8.2,12.0,0.0,56
82,98.9,38.1,87.8,0.435,7.3,0.36,13.0,30.9,22.9,8.4,14.1,0.0,56
82,98.0,37.1,81.8,0.454,6.2,0.366,12.1,30.0,22.7,8.4,14.8,0.0,56
82,98.0,37.6,81.0,0.464,8.6,0.371,9.2,31.6,24.5,8.1,14.9,0.0,56
82,97.5,36.7,81.9,0.448,8.2,0.353,10.7,30.2,21.8,6.6,14.7,0.0,56
82,97.2,36.3,81.5,0.446,7.0,0.343,10.6,29.6,21.5,7.3,13.7,0.0,56
82,96.9,35.9,79.8,0.45,7.7,0.357,12.8,30.0,20.3,7.3,14.7,0.0,56
81,96.5,37.0,79.7,0.465,6.1,0.358,8.1,31.3,22.8,8.2,14.6,0.0,56
82,96.5,36.5,84.2,0.434,6.7,0.346,12.2,28.8,20.7,7.9,14.0,0.0,56
82,95.7,35.9,81.7,0.439,5.5,0.305,11.9,30.2,22.4,8.5,14.8,0.0,56
82,95.2,37.3,84.4,0.443,5.9,0.33,11.7,29.9,22.6,8.0,15.6,0.0,56
82,94.9,36.3,81.0,0.449,6.3,0.356,12.1,30.0,21.2,7.0,15.1,0.0,56
81,94.7,35.1,80.6,0.436,6.9,0.347,12.9,33.0,20.3,7.2,15.1,0.0,56
82,94.1,37.7,84.2,0.448,6.2,0.329,10.9,31.9,22.8,6.4,14.5,0.0,56
82,94.1,36.0,80.4,0.448,6.5,0.363,12.0,29.6,21.0,6.3,14.5,0.0,56
82,93.4,34.4,81.1,0.425,5.7,0.335,11.2,29.1,19.4,7.2,14.1,0.0,56
82,93.4,36.1,81.5,0.444,4.7,0.345,12.9,29.8,20.9,8.6,14.0,0.0,56
82,93.2,35.5,81.6,0.435,6.6,0.365,10.8,32.3,21.6,7.3,15.1,0.0,56
82,93.2,35.7,81.7,0.437,5.4,0.353,12.5,30.7,23.0,7.2,14.3,0.0,56
82,93.2,37.3,84.1,0.444,6.3,0.36,10.9,30.4,22.8,7.4,13.0,0.0,56
82,107.9,39.1,82.5,0.474,8.5,0.352,10.5,32.5,24.6,8.6,13.9,0.0,56
82,107.7,38.0,80.5,0.472,9.5,0.358,11.2,34.1,21.4,7.6,16.1,0.0,56
82,106.9,38.9,87.5,0.444,7.3,0.341,12.5,32.2,23.9,8.8,13.9,0.0,56
82,106.7,39.1,87.0,0.45,9.4,0.372,12.5,34.0,23.2,5.5,13.7,0.0,56
82,106.2,39.0,82.7,0.471,8.1,0.361,10.8,33.9,21.9,8.3,15.3,0.0,56
82,105.4,40.6,83.5,0.486,8.5,0.397,9.3,34.0,25.2,7.4,14.4,1.0,56
82,105.2,38.7,83.5,0.463,9.3,0.372,11.3,31.7,19.1,8.4,15.3,0.0,56
82,104.8,39.6,83.6,0.474,8.8,0.384,10.2,30.7,23.6,8.6,13.5,0.0,56
82,104.4,38.4,85.9,0.447,8.6,0.358,12.3,33.1,22.4,7.5,15.9,0.0,56
82,104.3,39.5,85.4,0.462,9.4,0.38,10.9,34.4,23.3,7.8,15.2,0.0,56
82,103.0,38.3,85.1,0.45,9.4,0.381,9.1,32.0,24.5,7.5,15.1,0.0,56
82,102.2,38.3,76.5,0.501,8.1,0.364,7.6,29.2,22.5,8.9,14.8,0.0,56
82,101.3,36.5,81.9,0.445,8.7,0.372,11.4,31.1,21.2,7.0,14.1,0.0,56
82,101.0,38.8,86.9,0.447,6.2,0.321,14.6,30.8,20.9,8.4,14.5,0.0,56
82,101.0,37.3,81.6,0.458,9.4,0.363,8.7,31.3,24.9,8.3,15.3,0.0,56
82,100.7,38.7,84.4,0.459,7.9,0.38,10.8,31.4,23.3,8.1,14.7,0.0,56
82,100.5,36.9,82.5,0.447,6.0,0.333,12.1,32.4,18.9,7.2,15.2,0.0,56
82,99.7,37.8,82.5,0.459,5.9,0.373,11.4,30.3,21.3,7.9,13.8,0.0,56
82,99.5,37.9,87.2,0.435,7.0,0.312,11.6,31.2,21.8,9.3,16.9,0.0,56
82,98.6,36.9,82.2,0.449,9.3,0.372,10.6,29.7,20.0,7.7,13.0,0.0,56
82,98.5,35.7,77.9,0.459,8.6,0.369,8.8,29.4,20.9,8.6,14.5,0.0,56
82,98.2,37.0,84.8,0.437,7.1,0.356,12.1,32.1,21.2,7.1,14.2,0.0,56
82,96.9,36.3,82.1,0.442,6.3,0.351,9.5,33.2,21.7,6.1,12.3,0.0,56
82,96.7,36.0,80.2,0.449,6.7,0.357,10.2,34.5,20.1,6.7,15.1,0.0,56
82,96.5,36.9,82.7,0.445,6.9,0.353,9.7,32.4,21.0,7.7,14.9,0.0,56
82,96.2,36.5,83.9,0.435,7.0,0.333,12.0,30.5,21.0,7.1,15.4,0.0,56
82,96.1,38.1,82.0,0.464,4.9,0.353,11.6,30.8,21.9,7.7,13.7,0.0,56
82,95.5,36.0,82.2,0.438,6.7,0.353,11.8,29.3,21.5,6.6,15.1,0.0,56
82,95.0,36.0,81.1,0.444,6.6,0.344,11.0,30.2,20.3,7.0,14.6,0.0,56
82,93.7,34.7,80.2,0.432,6.2,0.348,11.4,32.7,22.7,7.2,14.9,0.0,56
82,110.0,41.6,87.0,0.478,10.8,0.398,10.4,34.3,27.4,9.3,14.5,1.0,56
82,106.7,39.4,83.3,0.473,10.1,0.376,9.6,33.1,24.8,7.8,12.3,0.0,56
82,105.2,39.7,85.8,0.463,8.9,0.352,10.5,31.8,22.5,8.1,13.0,0.0,56
82,104.0,37.9,83.3,0.455,8.9,0.352,10.7,30.8,20.7,7.5,12.9,0.0,56
82,104.0,38.8,86.8,0.447,7.7,0.339,12.8,34.7,20.5,7.3,14.7,0.0,56
82,103.9,37.0,83.3,0.444,11.4,0.348,11.7,32.0,22.2,9.5,16.7,0.0,56
82,103.2,39.1,83.6,0.468,8.3,0.367,9.8,33.8,24.4,8.0,14.0,0.0,56
82,103.1,37.7,82.2,0.458,10.1,0.367,11.1,31.9,22.1,7.4,14.3,0.0,56
82,102.8,38.7,86.0,0.45,9.8,0.362,10.7,35.1,21.9,6.4,13.6,0.0,56
82,102.5,38.1,81.7,0.466,10.0,0.38,8.7,31.8,25.7,9.1,14.2,0.0,56
82,102.4,38.8,85.8,0.452,8.5,0.341,10.9,32.2,20.2,8.5,15.1,0.0,56
82,101.5,37.8,87.3,0.433,8.0,0.325,12.3,32.4,21.8,7.8,14.2,0.0,56
82,101.4,38.9,87.9,0.443,8.0,0.327,11.1,32.7,24.5,8.2,13.8,0.0,56
82,101.3,36.7,80.7,0.455,5.6,0.341,10.9,33.3,20.3,6.7,16.3,0.0,56
82,100.8,36.6,82.9,0.442,7.9,0.353,11.7,34.0,21.7,6.3,14.0,0.0,56
82,99.4,37.9,82.9,0.457,7.1,0.37,11.5,32.0,22.0,6.7,13.3,0.0,56
82,98.5,38.3,82.8,0.462,6.1,0.36,10.5,34.2,24.0,7.3,15.0,0.0,56
82,98.5,37.1,85.8,0.432,8.6,0.344,12.8,32.1,21.6,7.6,13.4,0.0,56
82,98.5,37.2,85.6,0.435,6.5,0.344,11.6,32.3,20.9,7.0,13.2,0.0,56
82,98.3,37.8,82.5,0.458,5.2,0.339,10.4,32.1,21.7,8.5,13.3,0.0,56
82,98.0,37.4,83.0,0.451,6.6,0.331,10.3,32.0,20.9,7.0,13.8,0.0,56
82,97.8,37.6,82.0,0.459,6.6,0.363,10.7,31.4,23.6,9.6,16.7,0.0,56
82,97.8,36.4,83.2,0.438,5.0,0.332,11.6,29.3,21.6,8.1,15.0,0.0,56
82,97.3,36.6,83.2,0.439,7.5,0.352,10.4,34.4,21.4,6.2,14.0,0.0,56
82,95.7,37.5,82.8,0.453,6.8,0.347,10.0,31.8,20.6,7.9,14.9,0.0,56
82,95.1,35.4,79.2,0.447,7.4,0.343,12.0,31.9,19.9,7.6,15.3,0.0,56
82,94.7,35.2,77.2,0.456,6.8,0.335,9.1,30.0,19.8,7.8,14.8,0.0,56
82,94.2,35.5,84.5,0.42,6.1,0.318,10.0,34.1,20.2,6.1,11.9,0.0,56
82,92.0,33.7,82.6,0.408,8.4,0.32,11.9,30.9,20.5,9.6,17.7,0.0,56
82,91.9,35.1,82.0,0.428,6.8,0.347,10.6,29.8,21.3,7.0,14.7,0.0,56
82,114.9,42.5,87.3,0.487,13.1,0.416,10.0,36.2,28.9,8.4,15.2,0.0,56
82,110.2,41.1,86.4,0.476,8.3,0.349,13.1,35.6,23.0,7.4,15.9,0.0,56
82,106.6,40.0,86.4,0.464,8.0,0.359,10.6,33.7,24.5,8.9,16.2,0.0,56
82,106.5,37.7,83.5,0.452,10.7,0.347,11.3,31.7,22.2,10.0,15.9,0.0,56
82,105.7,39.2,89.2,0.439,8.7,0.335,11.6,33.3,24.2,9.2,13.7,0.0,56
82,105.1,38.6,85.9,0.45,10.5,0.37,11.6,33.9,21.3,6.9,14.6,0.0,56
82,104.5,38.3,82.4,0.465,9.7,0.364,8.8,33.3,22.8,8.6,13.0,0.0,56
82,104.3,38.7,84.0,0.46,10.7,0.363,10.6,33.9,22.7,6.7,13.6,1.0,56
82,104.1,39.5,85.8,0.46,8.6,0.358,9.1,32.8,24.5,8.6,14.5,0.0,56
82,103.5,40.1,82.9,0.484,7.0,0.375,9.4,34.5,24.5,8.3,13.1,0.0,56
82,103.4,37.0,84.4,0.439,10.6,0.362,9.0,35.0,21.7,7.3,12.6,0.0,56
82,102.8,38.6,84.4,0.458,9.9,0.35,8.3,33.8,25.6,9.1,15.0,0.0,56
82,102.7,38.5,85.9,0.448,8.6,0.36,9.5,33.1,22.2,7.7,13.4,0.0,56
82,102.7,36.7,81.3,0.451,8.6,0.37,10.2,33.2,18.7,7.8,13.1,0.0,56
82,102.4,37.7,81.3,0.464,5.5,0.338,10.0,31.5,23.4,8.0,15.0,0.0,56
82,102.3,37.4,84.1,0.444,9.8,0.344,9.2,33.9,22.1,6.8,12.8,0.0,56
82,102.2,38.3,85.2,0.45,8.1,0.351,10.3,33.9,21.2,9.0,14.9,0.0,56
82,102.1,39.5,86.8,0.455,7.8,0.35,10.3,33.0,23.6,8.2,14.1,0.0,56
82,102.0,37.9,86.4,0.439,9.0,0.345,12.5,33.9,19.4,7.0,13.5,0.0,56
82,101.9,37.7,85.4,0.442,8.0,0.338,11.5,33.1,22.7,7.4,14.7,0.0,56
82,101.6,38.6,87.4,0.441,7.9,0.371,11.1,35.2,22.8,6.0,13.9,0.0,56
82,100.9,37.2,85.6,0.435,9.0,0.348,11.5,33.3,20.7,7.7,17.2,0.0,56
82,100.0,38.4,81.7,0.47,6.1,0.336,9.8,34.3,20.8,6.7,14.1,0.0,56
82,99.1,36.8,83.6,0.44,6.1,0.331,11.2,30.5,20.7,8.8,13.3,0.0,56
82,99.0,38.4,82.2,0.467,5.4,0.345,10.5,31.2,23.1,8.2,15.2,0.0,56
82,98.6,38.2,84.4,0.453,6.5,0.352,10.5,31.9,22.3,7.6,14.8,0.0,56
82,98.4,36.9,84.0,0.439,7.4,0.346,10.4,34.0,20.5,5.7,13.4,0.0,56
82,97.7,36.1,80.4,0.449,8.5,0.355,10.7,32.5,19.0,7.7,14.9,0.0,56
82,97.4,36.2,84.0,0.431,9.3,0.339,9.5,31.8,21.5,8.3,16.4,0.0,56
82,97.3,35.1,84.8,0.414,7.8,0.317,10.7,32.3,18.0,7.2,13.7,0.0,56
82,115.9,43.1,87.1,0.495,12.0,0.383,9.4,35.0,30.4,9.6,14.8,1.0,56
82,115.3,40.3,87.2,0.462,14.4,0.357,10.9,33.5,25.2,8.2,15.1,0.0,56
82,111.7,41.2,87.7,0.469,10.6,0.368,11.8,34.6,25.3,6.9,15.0,0.0,56
82,110.3,39.9,84.9,0.47,13.0,0.384,9.3,34.4,22.7,6.6,13.7,0.0,56
82,109.2,41.3,87.0,0.475,9.2,0.372,10.3,32.6,23.9,8.5,14.1,0.0,56
82,108.7,39.5,83.2,0.475,10.3,0.375,9.0,34.0,22.5,7.5,13.0,0.0,56
82,108.0,38.6,85.1,0.454,12.0,0.359,9.1,32.9,25.2,7.5,13.2,0.0,56
82,107.9,39.5,86.1,0.459,10.4,0.375,10.1,33.5,21.1,7.0,13.7,0.0,56
82,107.7,39.9,88.5,0.45,7.5,0.332,11.9,33.1,19.6,8.2,15.4,0.0,56
82,106.9,39.2,84.4,0.464,8.8,0.363,10.6,32.6,18.5,8.3,12.7,0.0,56
82,106.6,39.5,87.4,0.452,8.4,0.327,12.2,34.4,21.0,7.9,15.0,0.0,56
82,105.8,37.8,85.2,0.444,10.7,0.338,8.8,35.1,21.4,7.2,16.5,0.0,56
82,105.6,39.5,84.4,0.467,7.3,0.349,11.4,31.0,23.7,8.0,14.0,0.0,56
82,105.3,39.3,83.7,0.469,9.2,0.391,10.0,33.9,23.8,8.0,13.4,0.0,56
82,105.1,39.3,84.5,0.465,8.6,0.376,9.0,33.0,22.5,8.2,13.7,0.0,56
82,104.9,37.7,85.4,0.442,10.0,0.351,8.8,34.8,23.1,7.0,11.5,0.0,56
82,104.6,39.3,87.4,0.45,8.9,0.346,11.4,32.1,20.9,8.2,15.2,0.0,56
82,104.3,39.6,88.5,0.447,8.6,0.348,12.0,33.2,21.8,7.1,13.9,0.0,56
82,104.3,39.1,87.0,0.45,9.4,0.35,8.6,35.1,22.8,7.8,12.9,0.0,56
82,103.6,38.8,81.9,0.474,8.8,0.37,8.8,31.6,24.2,8.1,13.9,0.0,56
82,103.2,39.0,85.8,0.455,9.9,0.365,10.6,33.0,21.2,7.2,13.4,0.0,56
82,103.2,38.1,84.4,0.451,8.9,0.341,10.3,34.1,23.6,8.2,15.8,0.0,56
82,102.9,38.6,87.1,0.444,7.6,0.34,12.2,34.1,22.6,7.8,13.6,0.0,56
82,102.8,37.9,82.1,0.461,9.0,0.376,8.7,32.3,22.5,7.6,14.6,0.0,56
82,102.4,37.7,85.3,0.442,10.1,0.34,9.8,33.0,23.8,8.4,16.6,0.0,56
82,101.3,39.9,88.8,0.449,7.7,0.329,11.1,34.6,21.1,7.0,11.9,0.0,56
82,101.1,38.3,87.0,0.44,8.5,0.328,9.8,33.3,22.2,7.1,13.3,0.0,56
82,100.7,37.0,79.5,0.466,9.6,0.372,9.4,33.8,20.1,6.7,13.6,0.0,56
82,100.5,36.4,83.6,0.435,9.4,0.354,10.8,32.0,21.3,8.0,12.9,0.0,56
82,97.9,36.2,82.3,0.44,10.7,0.355,7.9,30.7,20.8,7.5,11.9,0.0,56
82,113.5,42.8,85.1,0.503,11.3,0.391,8.4,35.1,29.3,8.0,15.6,1.0,56
82,112.4,38.7,84.2,0.46,15.3,0.362,9.0,34.5,21.5,8.5,14.1,0.0,56
82,111.7,42.7,88.3,0.483,10.2,0.362,8.7,35.7,26.8,8.0,15.2,0.0,56
82,111.7,41.3,87.4,0.472,11.8,0.358,9.8,34.2,24.3,7.6,13.6,0.0,56
82,110.9,40.4,84.8,0.476,12.0,0.372,8.5,33.7,23.4,7.1,13.9,0.0,56
82,110.0,40.7,86.6,0.47,11.5,0.371,11.0,33.5,25.1,7.6,15.0,0.0,56
82,109.8,40.8,86.6,0.472,11.0,0.369,10.9,36.5,27.1,8.3,16.8,0.0,56
82,109.5,41.0,86.1,0.476,8.0,0.357,10.3,31.6,22.7,8.4,12.5,0.0,56
82,109.0,40.3,85.4,0.471,9.5,0.354,10.1,33.7,22.3,7.7,14.8,0.0,56
82,108.2,39.0,86.7,0.45,10.0,0.369,10.1,35.4,21.6,6.8,12.9,0.0,56
82,108.1,40.7,88.4,0.461,10.0,0.345,10.7,35.7,23.8,7.7,16.0,0.0,56
82,107.9,39.9,88.1,0.453,10.7,0.354,12.5,32.6,21.3,9.1,14.1,0.0,56
82,106.6,39.9,85.6,0.467,9.9,0.375,10.0,33.1,25.2,7.9,14.7,0.0,56
82,106.6,38.2,86.8,0.441,12.7,0.356,9.7,34.8,23.7,6.2,15.3,0.0,56
82,106.5,39.7,83.0,0.478,8.8,0.355,8.4,31.5,23.2,8.8,13.8,0.0,56
82,105.6,39.3,87.0,0.452,10.3,0.366,10.2,35.3,19.5,7.0,13.7,0.0,56
82,105.6,40.8,86.4,0.472,9.0,0.369,9.6,32.7,22.2,8.8,13.6,0.0,56
82,104.5,40.7,87.7,0.464,8.2,0.352,10.5,33.6,23.3,6.7,14.8,0.0,56
82,104.1,38.3,82.9,0.462,10.8,0.366,9.0,34.2,22.4,8.6,14.7,0.0,56
82,104.0,38.3,85.1,0.45,11.5,0.377,9.4,35.1,22.5,7.4,14.4,0.0,56
82,103.9,38.5,87.1,0.442,9.3,0.334,10.3,33.9,21.3,6.9,15.9,0.0,56
82,103.8,39.1,86.9,0.45,10.8,0.373,10.1,33.6,22.8,7.7,13.6,0.0,56
82,103.4,38.8,85.3,0.455,11.0,0.36,9.3,34.2,22.7,7.6,14.5,0.0,56
82,103.4,38.8,85.9,0.452,10.3,0.351,8.8,32.8,23.4,7.6,14.5,0.0,56
82,103.4,38.2,85.5,0.446,11.2,0.36,9.1,32.8,23.7,7.8,15.9,0.0,56
82,102.9,38.7,88.8,0.435,11.0,0.355,9.6,35.0,23.5,7.6,14.4,0.0,56
82,102.7,39.0,85.4,0.457,8.5,0.352,10.4,33.9,22.8,7.7,13.2,0.0,56
82,102.3,38.1,85.9,0.444,11.8,0.36,8.1,33.1,22.7,7.0,12.4,0.0,56
82,99.3,36.7,82.8,0.444,9.2,0.352,9.5,31.0,21.5,7.5,15.3,0.0,56
82,98.8,38.8,86.1,0.45,9.0,0.375,9.5,31.4,21.6,7.9,13.9,0.0,56
82,118.1,43.4,91.1,0.476,13.5,0.353,9.3,40.4,26.0,7.5,13.9,0.0,56
82,117.7,44.0,89.8,0.491,13.3,0.385,9.7,36.5,29.4,7.6,14.3,0.0,56
82,115.4,43.7,92.2,0.473,10.3,0.344,11.1,36.2,27.0,7.4,14.8,0.0,56
82,115.2,41.5,88.2,0.471,10.8,0.359,10.9,36.9,26.9,7.4,14.9,0.0,56
82,115.1,41.3,87.5,0.471,10.0,0.388,9.7,35.8,24.0,6.8,14.5,0.0,56
82,114.7,42.3,90.6,0.467,11.0,0.359,11.8,36.2,23.0,6.7,13.8,0.0,56
82,114.5,42.6,94.0,0.454,11.4,0.348,12.6,35.5,23.4,9.3,14.0,0.0,56
82,114.4,42.2,89.1,0.474,12.4,0.366,9.6,35.6,25.4,8.3,14.0,1.0,56
82,114.2,43.2,93.1,0.464,11.3,0.378,11.0,34.4,25.4,8.3,13.4,0.0,56
82,114.0,42.1,90.1,0.468,11.3,0.341,9.7,32.7,26.3,8.3,14.1,0.0,56
82,113.9,39.2,87.4,0.449,16.1,0.356,10.2,31.9,21.2,8.5,13.3,0.0,56
82,113.3,41.4,91.8,0.451,13.0,0.352,11.6,34.5,25.8,8.2,17.0,0.0,56
82,112.5,41.6,91.3,0.456,10.1,0.351,11.3,33.5,24.6,8.3,13.1,0.0,56
82,112.4,42.1,90.5,0.465,12.6,0.365,9.8,34.7,26.3,8.6,12.8,0.0,56
82,112.2,40.3,89.7,0.449,12.8,0.353,11.0,35.6,23.8,6.6,15.1,0.0,56
82,111.8,42.6,90.5,0.47,10.3,0.333,10.2,36.4,25.6,7.5,15.7,0.0,56
82,111.7,40.4,86.4,0.468,12.1,0.356,10.0,36.4,26.0,8.1,15.1,0.0,56
82,111.7,42.3,88.4,0.478,9.9,0.392,9.2,35.5,24.5,6.1,12.1,0.0,56
82,110.7,40.2,89.8,0.448,11.9,0.351,9.9,33.9,23.2,7.2,12.2,0.0,56
82,110.7,41.9,90.0,0.466,11.0,0.351,11.9,34.5,27.4,7.7,13.4,0.0,56
82,108.9,38.8,86.9,0.447,12.5,0.34,10.1,35.2,23.4,6.5,14.2,0.0,56
82,108.0,41.3,87.0,0.475,9.5,0.374,9.3,33.7,26.0,8.7,13.7,0.0,56
82,107.5,40.1,87.4,0.459,9.6,0.329,9.1,31.3,23.9,9.0,15.6,0.0,56
82,107.3,40.4,89.1,0.454,11.4,0.356,10.0,35.4,25.5,6.6,13.2,0.0,56
82,107.0,38.8,88.3,0.44,12.1,0.348,11.4,33.6,22.5,6.9,13.8,0.0,56
82,105.7,39.6,88.0,0.45,11.3,0.349,11.2,35.1,24.3,7.6,14.7,0.0,56
82,104.9,39.8,87.9,0.453,9.1,0.351,8.8,34.1,21.9,7.4,14.1,0.0,56
82,104.6,38.2,88.3,0.433,10.0,0.34,10.5,34.3,20.1,6.8,14.0,0.0,56
82,104.5,38.9,87.6,0.444,10.3,0.355,10.7,31.9,20.7,6.5,13.5,0.0,56
82,103.5,38.0,84.4,0.45,9.9,0.342,8.8,33.0,23.9,8.3,14.0,0.0,56
73,118.7,43.3,90.9,0.476,13.8,0.355,9.5,42.2,25.9,7.2,15.1,0.0,56
72,117.8,40.8,90.4,0.451,15.6,0.345,9.8,34.5,21.6,8.7,14.7,0.0,56
75,117.0,41.7,90.3,0.461,15.1,0.367,10.5,36.4,24.7,6.1,12.7,0.0,56
72,116.3,41.6,89.3,0.466,12.4,0.371,10.7,37.0,23.7,7.1,14.6,0.0,56
72,115.8,42.6,91.7,0.464,13.6,0.37,11.1,35.4,26.8,7.5,16.4,0.0,56
74,115.0,42.2,91.2,0.463,12.9,0.377,10.2,35.1,20.6,6.3,12.8,0.0,56
72,114.4,41.5,90.9,0.457,12.0,0.368,10.2,31.9,25.0,8.0,14.2,0.0,56
71,114.1,42.2,89.4,0.472,10.7,0.376,9.0,35.6,24.7,7.3,12.6,0.0,56
72,113.7,41.3,89.6,0.461,12.6,0.364,10.7,35.4,23.0,8.3,13.8,0.0,56
73,113.6,41.2,88.1,0.468,11.4,0.358,9.8,33.8,27.2,7.7,14.8,0.0,56
71,113.4,42.3,88.3,0.48,11.0,0.349,10.7,35.1,25.4,8.6,15.2,1.0,56
64,113.3,40.4,91.6,0.441,13.3,0.336,10.5,34.3,23.8,8.7,15.3,0.0,56
72,112.8,40.2,87.9,0.458,13.8,0.374,9.5,35.9,25.2,8.8,14.8,0.0,56
73,112.6,42.5,90.9,0.468,10.9,0.347,10.3,36.2,26.9,7.9,15.2,0.0,56
73,112.0,39.5,84.4,0.468,13.4,0.379,8.5,35.9,25.9,7.5,14.9,0.0,56
72,111.8,40.4,90.3,0.448,13.1,0.343,10.7,37.3,24.5,6.4,15.3,0.0,56
67,111.8,40.6,90.6,0.449,12.0,0.333,9.9,33.4,24.0,7.8,16.2,0.0,56
72,111.3,40.1,85.1,0.471,13.4,0.38,9.1,35.8,22.4,6.1,15.1,0.0,56
73,111.3,42.0,88.9,0.473,11.0,0.359,10.8,33.4,26.7,8.0,13.8,0.0,56
73,110.7,41.1,87.9,0.468,11.6,0.368,10.5,35.0,25.8,8.0,14.2,0.0,56
72,110.4,40.0,85.5,0.468,10.7,0.355,8.2,34.7,21.7,7.6,13.7,0.0,56
72,110.1,40.9,88.4,0.462,12.7,0.364,9.7,33.0,23.8,7.7,14.5,0.0,56
73,109.4,42.1,88.5,0.476,10.2,0.363,8.7,34.1,25.9,7.4,13.2,0.0,56
73,107.3,39.3,88.6,0.444,11.1,0.343,10.3,34.2,23.9,8.2,12.8,0.0,56
66,107.2,39.3,85.7,0.459,12.0,0.367,9.8,32.0,24.1,7.4,15.3,0.0,56
65,106.9,40.3,87.9,0.458,11.2,0.351,10.8,33.4,23.1,6.9,16.5,0.0,56
65,106.8,39.6,88.6,0.447,12.2,0.348,10.5,31.4,23.2,10.0,15.5,0.0,56
65,106.3,38.6,88.1,0.438,10.4,0.334,10.0,32.9,25.6,8.2,14.9,0.0,56
66,105.8,40.0,89.3,0.447,9.6,0.337,12.0,34.5,22.1,7.6,14.3,0.0,56
65,102.9,37.3,85.9,0.434,12.1,0.352,11.0,31.8,23.8,6.6,14.6,0.0,56
72,120.1,44.7,91.8,0.487,14.4,0.389,10.3,37.8,25.5,8.1,13.8,1.0,56
72,118.6,43.1,87.3,0.494,14.2,0.392,8.9,35.5,26.8,6.7,13.5,0.0,56
72,116.6,43.2,90.9,0.475,10.2,0.351,9.7,35.5,25.5,7.3,14.4,0.0,56
72,116.4,41.3,88.1,0.468,16.7,0.389,10.6,37.6,23.7,6.6,14.2,0.0,56
72,116.1,41.3,91.1,0.453,15.7,0.385,10.6,33.9,21.3,6.9,11.1,0.0,56
72,115.3,43.3,91.2,0.474,12.3,0.364,9.0,33.7,27.4,8.5,13.5,0.0,56
72,115.3,43.3,88.3,0.49,13.1,0.378,8.8,34.2,26.9,7.2,12.5,0.0,56
72,115.1,43.3,89.2,0.485,12.9,0.377,10.5,33.9,26.8,8.1,13.5,0.0,56
72,114.6,42.5,89.1,0.477,10.6,0.348,11.7,35.7,26.0,7.6,14.6,0.0,56
72,114.0,41.8,86.7,0.482,14.3,0.411,9.4,34.7,24.4,7.1,13.2,0.0,56
72,113.7,42.6,88.6,0.481,12.1,0.364,9.4,32.0,25.5,7.5,13.4,0.0,56
72,113.7,41.3,88.2,0.468,14.6,0.376,8.0,35.1,27.7,8.2,15.0,0.0,56
72,113.7,40.8,87.2,0.468,12.4,0.373,10.6,35.1,24.1,7.0,13.2,0.0,56
72,113.6,41.4,86.9,0.476,11.3,0.374,10.0,35.0,23.7,9.1,14.4,0.0,56
72,113.3,42.8,91.8,0.467,11.2,0.356,11.2,35.3,26.9,9.1,13.3,0.0,56
72,112.6,41.5,88.9,0.466,13.6,0.374,10.6,33.6,23.5,7.7,14.1,0.0,56
72,112.4,41.1,87.3,0.47,13.8,0.362,9.1,34.2,22.9,6.3,12.1,0.0,56
72,112.1,40.7,90.9,0.448,13.1,0.349,10.5,33.0,25.6,8.8,14.3,0.0,56
72,111.3,39.7,88.7,0.448,14.5,0.368,9.4,32.1,24.1,8.6,13.2,0.0,56
72,111.1,41.9,90.5,0.462,9.9,0.35,9.3,34.6,24.4,7.0,11.4,0.0,56
72,110.7,42.2,88.6,0.476,12.6,0.37,9.6,35.3,26.8,6.7,15.1,0.0,56
72,109.5,40.6,86.1,0.472,11.1,0.354,9.7,34.6,24.7,7.8,15.2,0.0,56
72,109.5,39.9,87.8,0.455,13.7,0.369,10.6,33.2,26.8,7.8,14.8,0.0,56
72,108.8,39.3,88.5,0.444,13.8,0.339,9.3,33.3,23.6,7.6,14.7,0.0,56
72,108.1,39.2,83.7,0.468,12.9,0.358,8.0,33.5,26.3,7.9,14.1,0.0,56
72,107.0,39.4,86.5,0.456,11.8,0.392,9.7,35.5,21.4,7.0,12.9,0.0,56
72,106.6,38.7,85.6,0.452,11.6,0.351,9.6,33.1,24.2,7.4,14.9,0.0,56
72,105.0,38.8,88.0,0.441,11.9,0.339,9.9,35.7,22.1,7.0,16.1,0.0,56
72,104.0,38.3,89.2,0.429,10.9,0.343,10.4,35.1,21.8,6.9,12.8,0.0,56
